Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 8ème (69008),800 €,47 m² - 2 pièces,"Visite Virtuelle UNIQUEMENTDans le 8ᵉ arrondissement de Lyon, Rue Saint Nestor, au coeur du quartier Montplaisir, proche transports et commerces, dans une résidence calme et bien entretenue avec jardin interieur et ascenseur, nous vous proposons un appartement 2 pièces situé au 6ᵉ étage. Ce logement comprend une entrée avec un placard aménagé, un salon avec un petit balcon, une cuisine meublée et équipée de 2 plaques de cuisson et d'un frigo, une chambre avec un rangement mural et une salle de bain avec wc. Ce bien bénéficie d'une cave au niveau -1 et d'une place de stationnement au niveau -2. Le chauffage et l'eau chaude sont individuels électrique.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Anjteimi5m28gzp8,Rue Saint Nestor,Rue Saint Nestor,Rue Saint Nestor
Lyon 7ème (69007),830 €,25 m² - 2 pièces,"Appartement entièrement rénové et meublé neuf Particulier loue un magnifique T2 quartier prisé, entièrement rénové avec une finition haut de gamme, bien desservi à 7 m à pied du tram train pour Lyon plus des bus à proximité. Composé d’une cuisine séparée, d’une pièce de vie il est très lumineux et, entièrement meublé avec une cuisine équipé Neuve (cafetière Nespresso, lave-linge, frigidaire/ congélateur, micro onde…), idem pour la salle de bain avec des options comme un miroir anti bué…la pièce de vie est tout équipé, 1 lit coffre, un canapé 2 places, dressing, rideaux, panneaux japonais en bois…Il possède la fibre optique. Pas de coût supplémentaire pour l’état des lieux, pas de frais d’agence ni de rédaction d’un bail. Dépôt de garantie : 2 mois. Bail meublé d'un an renouvelable. Agences s'abstenir",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ac8oq843pdo6xixi,,,
Lyon 3ème (69003),990 €,38 m² - 2 pièces,"Loyer de 850€ + Charges comprenant le chauffage collectif, l’eau froide, l’eau chaude et les charges de copropriété de 140€. Bel appartement très calme et lumineux de 38,5m2 dans résidence sécurisée. Orienté plein sud avec balcon donnant sur le jardin de la résidence. Dans quartier calme avec commerces, tram et bus à proximité. Proche gare de la Part Dieu. Le logement comprend: - 1 Chambre avec grand lit et placard - 1 Salle de Bain avec douche à l’italienne et machine à laver - Wc dans la salle de bain - 1 Grand séjour avec cuisine équipée (four, plaque de cuisson, frigo, micro onde, petit électroménager et vaisselle), table, canapé lit, buffet et dressing - 1 Cave Local à vélo sécurisé dans la résidence. Disponible à la location. Visite possible après transmission de votre dossier devant comprendre : Pour le/les locataires - votre situation (Étudiant, Cdi, Cdd…) - 3 derniers bulletins de salaires si salarié ou justificatif de scolarité si étudiant - 3 dernières quittances de loyer - copie carte d’identité, passport et titre de séjour pour les étrangers Pour le/les garants: - situation (Retraité, Cdi, Cdd…) - 3 derniers bulletins de salaires ou pension, - fiche d’imposition 2025 - copie carte d’identité, passport Garanties Visale, Garantme possibles. Selon Dpe (2023) - Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 640€ et 910€ par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris). Dpe : D Ges : C Zone soumise à l’encadrement des loyers - Loyer de base : 714,40€ (Novembre 2025) - Loyer de référence majoré (loyer de base à ne pas dépasser) : 858,80€",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aitfb3jbdf33d52u,,,
Lyon 9ème (69009),770 €,24 m² - Studio,"Venez découvrir T1 meublé plein de charme, idéalement agencé avec une mezzanine offrant un véritable coin nuit indépendant. Appartement en Rez de chaussée , situé Rue Dumas, 69009 Lyon Situé dans le quartier dynamique de Vaise, au cœur du 9e arrondissement de Lyon : • À 5 minutes à pied du métro ligne D – Gare de Vaise (accès direct au centre-ville en 10 min) • Bus, Vélo’v, commerces, restaurants et supermarchés à proximité immédiate • Proche des universités et écoles (Em Lyon, campus René Cassin, UCLy, Iscom…) • Accès rapide à l’A6 et au périphérique nord ⸻ Le bien se compose de : • Une pièce de vie lumineuse avec grande hauteur sous plafond • Une cuisine équipée (plaques, micro-ondes, frigo, rangements, machine à café Nespresso, grille pain, bouilloire, vaisselle, etc… • Un espace repas • Une mezzanine de 9 m² avec lit double 160x200 et rangements • Une salle d’eau moderne avec Wc • De nombreux rangements Chauffage individuel électrique Eau froide individuel (non compris dans les charges) Entièrement meublé et décoré avec soin, ce logement allie fonctionnalité et confort, parfait pour étudiants ou jeunes actifs. ⸻ ✅ Les + qui font la différence : • Mezzanine confortable créant une vraie séparation des espaces • Emplacement recherché, proche transports et commodités • Hauteur sous plafond rare pour ce type de bien • Mobilier complet , prêt à emménager • Petite copropriété calme ⸻ ? Disponible immédiatement Dossier solide demandé (étudiant avec garant accepté). Zone soumise à encadrement de loyer Surface : 24 m² au sol + mezzanine de 9 m² Loyer mensuel : 770 € charges comprises (dont 68 € de charges) Encadrement des loyers : • Charges : 68€ Forfait • Loyer de référence : 432€ • Loyer de référence majoré : 518 € • Complément de loyer : 184€ justifié par des caractéristiques de confort, d’équipement et d’aménagement : Présence d’une mezzanine de 9 m² avec véritable coin nuit distinct (gain d’espace et confort de vie) • Mobilier et équipement complets : matelas neuf, Tv écran plat, aspirateur, fer à repasser • Électroménager et petits équipements fournis : grille-pain, bouilloire, vaisselle, ustensiles de cuisine • Logement intégralement meublé, décoré avec soin et prêt à vivre • Hauteur sous plafond importante dans la pièce de vie • Emplacement recherché à Lyon 9e : proximité immédiate des transports (métro D - Gare de Vaise), des commerces, et des établissements d’enseignement supérieur Dépôt de garantie 1404€ ( deux mois de loyer hors charges) Date de réalisation du diagnostic énergétique : D Pour toute demande de visite, le dossier à fournir doit être complet. Il est obligatoire d'avoir un garant.",https://www.vizzit.fr/fr/property/appartement/lyon-9/Anl1o8mbn3tv3lu8,Rue Dumas,Rue Dumas,Rue Dumas
Lyon 6ème (69006),900 €,40 m² - 2 pièces,"? Lyon 6ᵉ – T2 meublé 40 m² + balcon + parking – 3ᵉ étage ascenseur ✅ Frais d’agence & état des lieux Offerts Dans le très recherché Lyon 6ᵉ, au sein d’une résidence calme et bien entretenue, nous proposons ce T2 meublé de 40 m², situé au 3ᵉ étage avec ascenseur, avec balcon et place de parking. ✨ Le logement Séjour lumineux avec espace salon Cuisine ouverte moderne entièrement équipée Chambre confortable avec rangements Salle d’eau rénovée avec douche à l’italienne Balcon agréable Meublé – prêt à vivre Parking inclus / disponible ✅ ✅ Profil recherché (pour éviter les étudiants) Logement idéal pour actif(ve) en Cdi / fonction publique / mobilité professionnelle, recherchant un appartement calme, propre et prêt à emménager. Candidatures étudiantes non prioritaires. ? Offre agence ✅ Frais d’agence offerts ✅ Frais d’état des lieux offerts",https://www.vizzit.fr/fr/property/appartement/lyon-6/Aif3npmmkoz5qwuf,place de parking,,place de parking
Lyon 5ème (69005),620 €,19 m² - Studio,"Studio intégralement rénové en août 2024, et meublé, comprenant un coin cuisine, une salle d’eau avec Wc et machine à laver. Sa localité est idéale pour les transports en commun et axes autoroutiers, à quelques pas du centre de Point du jour. Disponible à partir du 18 février.",https://www.vizzit.fr/fr/property/appartement/lyon-5/Aqqrl8yzcsh6ldao,,,
Lyon 7ème (69007),1 043 €,50 m² - 2 pièces,"? T2 meublé de 50 m² avec balcon – Métro Jean Jaurès À louer, bel appartement T2 meublé de 50 m², situé à seulement 200 mètres du métro Jean Jaurès, dans une résidence récente (2017), sécurisée et très bien entretenue. ? Description du logement • Séjour lumineux avec cuisine ouverte • Cuisine entièrement équipée (électroménager complet) • 1 chambre avec lit King Size • Balcon de 7 m², agréable et fonctionnel ? Mobilier inclus • Chambre : lit King size, commode • Salon : canapé, table basse, meuble Tv, table à manger avec 4 chaises ? Confort & équipements • Résidence récente (juin 2017) • Très bon état • Sécurisé : digicode + visiophone • Fibre optique installée ? Stationnement • Pas de garage ni de cave • Stationnement difficile dans le quartier ? Conditions financières • Loyer : 923 € / mois • Charges : 120 € / mois, comprenant : • Chauffage • Eau chaude • Charges locatives À prévoir en supplément : • Eau froide : ~ 15 € / mois • Électricité : ~ 50 € / mois (estimation pour un couple) ? Idéal pour un couple ou une personne seule, recherchant un logement confortable, moderne et proche des transports.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ap4qafrr9myg2tcz,,,
Lyon 8ème (69008),511 €,27 m² - Studio,"Visite Virtuelle UNIQUEMENTDans le 8ᵉ arrondissement de Lyon, secteur Maison De La Danse / Mairie Du 8ᵉ.Nous vous proposons un appartement 1 pièce (loué vide) situé au deuxième étage de la résidence Aire 8.2, livrée en 2018. Il comprend une entrée avec placard aménagé desservant une pièce de vie avec coin cuisine aménagée et équipée (hotte et plaques de cuisson), une salle d'eau avec douche et Wc et un balcon accessible depuis la pièce de vie.Cet appartement est proposé avec un garage fermé en sous sol.Le chauffage et l'eau chaude sont individuels électrique.Le logement est soumis à des conditions de ressources du locataire dans le cadre du dispositif Pinel.",https://www.vizzit.fr/fr/property/appartement/lyon-8/A7lgirtd6hi88aro,,,
Lyon 6ème (69006),980 €,58 m² - 2 pièces,"A 200m du Parc de la tête d'or et proche de la sans ascenseur"" data-id=""126368"">gare de la Part Dieu au 3ème étage sans ascenseur: T2 58m2. Grande entrée, séjour double, une chambre, cuisine intégrée neuve: four pyrolyse, plaque induction, hotte. Salle d'eau et wc séparés. Chauffage gaz, dou... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-6/Amyefhcbhlov5w1d,,,
Lyon 2ème (69002),820 €,50 m² - 2 pièces,L'accès au dépôt de dossier et à la mise en relation avec les propriétaires via la plateforme AlloAppart nécessite un abonnement mensuel de 19.90 € sans engagement. Les logements présentés sont proposés par des propriétaires particuliers. Alloappart est une plat... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ac170z74tp69zbg9,,,
Lyon 3ème (69003),615 €,15 m² - Studio,"Studio meublé Lyon 3 (Rue des Rancy) Disponible le Studio meublé d'environ 15 m², entièrement rénové en 2023, situé dans une copropriété sécurisée. Composition : Pièce de vie avec cuisine, coin nuit en mezzanine, salle d'eau avec Wc. Équipements : Frigo-congélateur, lave-linge, plaque de cuisson, four, micro-ondes, Tv, aspirateur. Localisation : Quartier Garibaldi / Paul Bert Métro D Garibaldi à 5 min à pied Métro B Place Guichard à 7 min à pied Gare Part-Dieu à 10 min à pied Conditions : Loyer : 595 € Charges : 20 € Dépôt de garantie : 1 190 € Frais d'agence : 197 € Zone soumise à encadrement des loyers : Loyer de référence majoré (loyer de base à ne pas dépasser) 338.29 € / complément de loyer justifié par des éléments de confort additionnels 256,71 € « Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : » merci de déposer votre dossier sur notre site internet : Contact : Agence immobilière Néoloc - 21 Place Carnot, 69002 Lyon Référence annonce : n° 469 Informations Loi Alur Titre professionnel : Agent immobilier et administrateurs de biens - Carte professionnelle T et G n° Cpi 024 045 délivrée par la Cci de Lyon Métropole Saint-Étienne Roanne Activité Transaction et Gestion - Garantie financière Transaction et Gestion 1 340 000 € Galian, 89 rue de la Boetie, 75008 Paris - N° B - Assurance Rcp Mma Police",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ayk99mqnfbgkytdc,Rue des Rancy,21 Place Carnot,21 Place Carnot
Lyon 1er (69001),1 000 €,56 m² - 2 pièces,"Duplex place Colbert Location A Partir De Mai ou Juin et ce pour 5 Mois. Départ fin Novembre max. Appartement type T2, 56m2 situé place Colbert dans le haut des pentes de la Croix Rousse, Lyon 1er. Appartement Canut, style industriel, entièrement refait à ne... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-1/A033yl121nphuvp1,place Colbert Location A Partir De Mai ou Juin,place Colbert,place Colbert Location A Partir De Mai ou Juin
Lyon 2ème (69002),755 €,36 m² - 1 pièce,"Proche métro Cordeliers, rue de la République grand studio en parfait état, vaste pièce de vie, coin cuisine meublé et équipée d'une plaque de cuisson et hotte, d'un réfrigérateur, une salle de douche et un Wc séparé",https://www.vizzit.fr/fr/property/appartement/lyon-2/Atfz2tessvbldekc,rue de la République grand studio,rue de la République grand studio,rue de la République grand studio
